"incomesS","incomesW"
166332,87191
58930,46130
102816,64985
39062,35701
51377,42365
31357,31086
14918,19298
52792,43087
32943,32071
19389,22869
45227,39130
50310,41816
26231,27756
111409,68259
141976,79163
27146,28369
23096,25589
24816,26792
35582,33668
52322,42848
80237,55810
103988,65438
39603,36010
23691,26009
391760,146851
122109,72198
13479,18063
29938,30188
62428,47806
14741,19148
70777,51659
34394,32955
105625,66067
33826,32611
46767,39956
59364,46340
7987,12800
60110,46700
13945,18467
30523,30560
12269,16985
12828,17487
131315,75477
41973,37346
49589,41442
82259,56670
103562,65274
16112,20287
51913,42640
137538,77642
98962,63481
88058,59093
29699,30035
28628,29343
58866,46099
46679,39909
74329,53242
5132,9538
73002,52655
24085,26285
25987,27592
17549,21443
49081,41177
5414,9884
19182,22711
77626,54685
57694,45528
35788,33790
55624,44508
69785,51212
127781,74230
237358,108277
20054,23371
23920,26170
129434,74815
62108,47654
20944,24033
46701,39921
36685,34320
2862,6450
29506,29911
40757,36665
32268,31654
2175,5364
57240,45305
26762,28113
66682,49794
71181,51841
7903,12711
177094,90588
32176,31597
29591,29966
69785,51212
3536,7434
23838,26112
35901,33857
107145,66648
42541,37661
28101,28999
51542,42450
34116,32787
12246,16964
37130,34581
130027,75024
27086,28329
131202,75438
106402,66364
5828,10382
45658,39362
23625,25963
69167,50931
24774,26763
7953,12764
59566,46438
14895,19278
33540,32436
44843,38922
5460,9941
75125,53593
5280,9721
105677,66087
11336,16127
46892,40023
29452,29876
35824,33812
666392,202790
44578,38779
11102,15907
29480,29894
25075,26970
7413,12183
24441,26533
12615,17297
486538,167516
37704,34917
65727,49352
239114,108764
10791,15613
70604,51582
36060,33952
38192,35200
5288,9730
5717,10249
122057,72179
11619,16390
8689,13535
56737,45058
16439,20554
121783,72080
194936,96045
8330,13161
126014,73601
14652,19072
3526,7420
209933,100479
161898,85766
45474,39263
20790,23919
28870,29501
19724,23123
101010,64283
53589,43490
50227,41773
317482,129233
50392,41858
67342,50098
14129,18626
26851,28172
255778,113316
18757,22385
34034,32737
33248,32258
57655,45509
9947,14798
57682,45522
62780,47973
31582,31227
40440,36486
75510,53762
56820,45099
52980,43182
73476,52865
40868,36727
81174,56209
83009,56988
31558,31212
25893,27528
271067,117389
101734,64565
29784,30090
36232,34053
48883,41073
24032,26248
12943,17590
71324,51905
17522,21422
11915,16662
18957,22539
824330,230754
107584,66815
59081,46203
44528,38751
26261,27776
24530,26594
18702,22343
159082,84853
48443,40843
6411,11062
90814,60222
92241,60801
18168,21928
14384,18844
26804,28141
15739,19982
3793,7792
24855,26818
11458,16240
5517,10010
210433,100625
18467,22161
140780,78755
10766,15589
165450,86909
34772,33183
11054,15862
18105,21879
24516,26584
4198,8339
67590,50211
15421,19718
68854,50789
8564,13405
324322,130919
10400,15238
8761,13609
19731,23128
75747,53866
19858,23224
41351,36998
9496,14352
21321,24310
8112106,924926
204416,98863
22135,24902
19423,22895
29069,29629
21879,24717
19556,22995
23262,25707
14731,19140
72670,52507
50070,41691
161630,85680
68772,50752
272448,117753
52903,43143
47443,40315
16622,20702
32533,31818
50199,41758
83535,57209
6375,11021
108808,67279
73529,52889
9669,14524
87630,58916
83148,57046
35765,33776
52762,43071
14188,18677
17480,21388
39645,36034
26564,27980
55313,44353
46440,39782
28348,29161
19913,23265
65218,49116
67782,50299
113603,69079
147480,81022
67503,50172
17044,21041
11884,16633
185444,93167
8644,13488
119105,71106
99792,63807
78669,55136
78292,54973
39622,36021
55315,44354
10463,15299
19722,23121
8836,13686
15546,19822
21280,24280
446508,159001
10411,15249
25829,27485
261062,114734
37659,34891
128011,74311
104289,65554
42977,37902
29286,29769
5426,9899
144649,80069
20233,23505
28956,29556
17252,21207
23945,26187
19297,22799
61412,47323
11288,16081
42065,37397
30142,30318
122293,72265
1930,4950
6841,11551
93630,61361
237355,108277
15707,19955
35641,33703
20128,23426
27992,28928
52836,43109
685441,206292
85313,57955
28382,29183
20626,23798
6582,11258
22237,24975
166121,87124
33287,32282
43002,37916
55649,44520
45331,39186
18822,22435
25177,27040
31752,31334
148373,81321
24208,26371
42931,37876
2509,5904
122594,72373
10654,15482
3798,7799
61488,47359
39679,36054
8753,13600
47487,40339
161379,85599
6606,11285
1612254,346786
16876,20907
93181,61181
557340,181930
7992,12806
84540,57631
24415,26515
92320,60833
54527,43961
81997,56559
54682,44039
45671,39369
4376,8574
34925,33275
55722,44557
23215,25674
82754,56880
61608,47416
82285,56681
33955,32689
60302,46792
43680,38289
72145,52273
126831,73892
44099,38518
48269,40751
54884,44139
127894,74270
101491,64471
26476,27921
37684,34905
84124,57457
48464,40854
8018,12833
69746,51194
17487,21393
13038,17674
35219,33451
62506,47843
65298,49153
180109,91525
102954,65039
55085,44239
20660,23823
46039,39567
609309,192054
22603,25238
7735,12532
43551,38218
14673,19091
35846,33825
1294325,303486
148221,81270
39257,35812
28511,29267
30382,30471
7939,12750
2203,5410
19779,23164
12104,16835
38764,35530
10886,15703
55589,44490
22122,24892
30371,30464
92786,61021
62113,47656
58393,45869
50245,41782
30305,30422
144596,80051
43878,38397
18394,22105
14831,19224
39407,35899
41079,36846
54745,44070
15797,20030
33305,32293
23761,26058
35599,33678
133632,76288
15065,19421
25770,27444
129982,75008
29403,29845
67793,50304
254691,113022
10652,15481
36989,34499
27080,28325
17352,21286
554519,181370
23035,25546
12996,17637
5969,10549
88479,59267
6868,11581
29975,30212
17665,21534
50891,42116
11361,16150
22442,25123
185411,93158
13531,18108
98673,63367
206934,99603
45510,39283
4877,9219
134396,76554
7509,12288
464082,162775
14269,18746
54272,43833
21873,24713
149454,81682
37860,35007
114172,69290
58864,46098
52250,42811
17338,21276
18058,21843
129904,74981
30555,30581
42045,37386
18196,21951
77371,54574
271039,117382
23127,25612
17794,21636
82391,56726
147470,81019
10382,15221
126009,73599
63952,48524
52507,42942
8216,13042
105648,66076
2259,5503
9751,14605
178460,91013
25306,27128
31596,31236
104069,65469
15443,19737
40652,36606
18993,22566
67589,50211
29441,29869
10384,15223
30460,30521
31774,31347
13877,18409
48058,40640
28904,29522
123501,72700
127675,74192
106474,66392
123745,72788
11867,16618
64502,48782
86816,58580
153102,82893
119008,71071
89127,59533
102222,64755
55127,44261
96016,62316
208173,99966
9704,14559
134116,76457
13037,17673
17135,21114
67607,50219
14232,18715
207266,99700
92241,60801
37357,34714
176879,90521
24822,26796
364844,140633
74213,53191
9493,14349
31128,30943
43268,38062
70328,51457
6959,11682
43810,38360
101299,64396
97840,63039
44375,38668
12018,16757
56651,45016
207039,99634
426838,154707
1807,4735
3247,7020
29235,29737
26865,28182
11733,16495
6699,11391
450978,159966
17158,21133
54035,43714
82527,56784
49419,41353
6862,11574
51159,42254
18217,21967
10108,14955
58451,45897
681918,205647
12346,17054
26557,27975
40660,36610
16926,20947
8121,12943
15304,19621
32010,31494
30953,30832
37837,34994
28852,29489
32830,32001
181492,91953
75918,53941
25646,27360
87388,58816
16377,20504
16448,20561
36260,34070
19694,23100
7518,12297
9172,14027
18595,22261
48535,40891
137188,77522
16017,20210
64077,48583
16329,20464
28588,29317
32745,31949
44842,38922
23308,25740
26317,27814
59211,46266
347484,136527
80782,56042
60559,46915
59684,46494
35402,33560
15301,19618
144607,80055
69242,50965
17316,21258
87728,58957
104098,65480
98771,63406
803418,227181
121062,71819
53223,43305
15853,20075
27468,28582
13870,18403
10007,14857
130794,75294
57183,45277
43756,38330
26595,28001
160033,85162
98483,63293
7213,11964
4051,8142
478637,165858
170758,88599
35582,33667
217238,102594
8799,13647
159944,85133
223919,104503
33065,32146
18940,22526
153984,83184
51458,42407
56987,45181
34653,33111
59778,46539
78828,55204
30176,30340
37723,34927
140848,78778
51811,42588
10488,15323
7061,11796
55333,44363
26572,27986
20114,23417
53797,43594
77726,54728
67526,50182
44029,38479
90135,59945
4099,8207
252516,112434
785600,224108
35268,33480
140906,78798
191896,95129
23554,25913
16134,20305
50686,42010
18489,22179
15575,19846
47790,40499
14434,18887
245802,110605
23670,25995
20517,23717
16879,20909
57526,45445
21687,24577
106771,66505
81155,56201
30505,30549
49974,41642
31316,31060
10490,15325
10761,15584
21497,24439
119596,71286
8518,13357
30532,30566
37019,34517
92348,60844
22056,24845
136773,77378
42479,37627
48810,41035
7107,11847
64373,48721
39877,36166
15517,19798
63658,48386
21908,24738
31115,30934
38928,35624
29239,29739
28570,29306
61205,47224
36525,34226
120258,71527
71486,51978
67923,50364
30882,30788
3654,7599
107832,66909
9361,14217
29883,30153
30290,30413
34579,33067
14746,19152
77294,54541
53365,43377
53866,43629
122091,72191
18958,22540
14221,18705
28912,29528
101063,64304
8516,13356
133009,76071
19371,22855
21240,24251
24865,26826
46316,39716
39499,35951
10160,15005
4029,8113
40839,36711
39926,36194
23881,26143
45251,39143
6166,10779
16846,20883
27508,28609
91022,60306
39319,35848
167384,87527
443892,158435
17943,21753
19767,23155
15370,19676
78170,54920
68910,50815
217381,102635
17266,21218
20634,23804
37283,34671
117592,70553
51289,42320
102001,64669
31006,30865
17851,21681
36334,34113
22999,25520
18898,22494
14331,18799
29533,29929
706126,210051
258839,114139
44431,38698
32735,31943
27697,28733
42047,37387
8909,13759
42914,37868
12367,17074
56817,45097
58545,45943
78732,55163
65399,49200
54820,44107
4428,8643
121525,71987
43187,38018
13045,17681
58092,45722
46201,39654
6277,10908
36117,33985
40356,36438
31489,31169
63279,48208
325389,131181
61676,47449
28063,28974
5263,9700
138582,78002
39954,36210
333928,133263
79580,55528
50897,42119
64669,48860
51058,42201
76601,54239
11144,15947
20395,23626
116668,70213
409290,150810
61437,47335
11863,16615
89001,59481
50688,42011
14597,19026
50402,41863
91026,60308
115006,69600
68453,50606
37062,34542
15264,19588
86324,58376
16010,20204
56361,44873
39414,35902
145445,80338
14244,18725
23641,25974
131368,75496
138738,78056
148840,81477
19655,23070
97008,62710
34792,33194
336573,133904
21048,24110
71700,52074
7880,12686
22261,24993
297156,124137
29599,29971
56889,45133
101501,64475
20370,23607
15852,20075
97948,63082
172796,89242
49708,41504
24248,26398
91777,60613
5160,9573
300594,125009
123404,72665
2842,6420
18491,22180
21957,24773
4548,8798
920014,246669
12120,16849
18534,22213
27054,28307
96885,62661
38476,35364
12906,17557
53987,43690
15421,19719
44569,38774
34793,33195
10487,15322
11373,16161
22563,25209
33711,32541
10616,15446
26818,28150
64018,48555
24377,26488
155777,83774
22473,25145
22511,25172
93381,61261
2506083,453288
67336,50095
48061,40642
25115,26998
64755,48900
67070,49973
17725,21581
23713,26025
28576,29309
20655,23820
177462,90703
80018,55716
75820,53898
62265,47729
7253,12007
93637,61364
94845,61848
45109,39066
5262,9699
27218,28416
36432,34171
64993,49011
123484,72694
37862,35009
59961,46628
11443,16226
132021,75725
53047,43216
39845,36148
44990,39002
15180,19517
92564,60931
26710,28078
61786,47501
60731,46998
174386,89741
16207,20365
4209,8353
322632,130504
28724,29406
10901,15718
42018,37371
57551,45458
14957,19330
31594,31235
376892,143438
34403,32960
59652,46479
31253,31021
44812,38905
17249,21205
8334,13166
42691,37744
28261,29104
18079,21859
31295,31047
33589,32467
48797,41029
27392,28532
9995,14845
125289,73341
282760,120444
10168,15014
24013,26235
60219,46752
49200,41239
27762,28777
14224,18707
29100,29649
31163,30964
66479,49700
16020,20213
34307,32902
23665,25991
161156,85526
25350,27158
3723,7694
74409,53278
92907,61070
47345,40263
6967,11691
21596,24511
27112,28346
23110,25599
21567,24490
28615,29335
20700,23853
25183,27044
33718,32545
23125,25610
53753,43572
118883,71026
296806,124048
27716,28746
68372,50569
9456,14312
30347,30449
32168,31592
21428,24388
83900,57363
12630,17311
76042,53995
80129,55764
65476,49236
9212,14067
33910,32662
90539,60110
84084,57440
135688,77003
99855,63832
15302,19619
22283,25008
33735,32555
53777,43584
4848,9182
53419,43404
70555,51559
9527,14382
8243,13071
59856,46577
78319,54985
30058,30265
14274,18751
46026,39560
21353,24333
40844,36714
55945,44667
25385,27182
13730,18281
37547,34825
22540,25193
64329,48701
136207,77183
52330,42852
12265,16982
17651,21523
76395,54149
38733,35512
7264,12020
58945,46137
114969,69586
39942,36203
67875,50342
61883,47547
72370,52374
28134,29021
452231,160236
39013,35673
43526,38204
104197,65519
74912,53499
18258,21999
58525,45933
83130,57038
59599,46453
84003,57406
102960,65041
10594,15425
38604,35438
6291,10924
258629,114082
67869,50340
46613,39874
32213,31620
22142,24907
73421,52841
42602,37695
20456,23672
31455,31148
81242,56239
139164,78202
19004,22575
44550,38763
69815,51225
33161,32205
18093,21870
11953,16697
48913,41089
213026,101378
122078,72187
17399,21324
47995,40607
113661,69100
17986,21787
38200,35205
27882,28856
314241,128430
33084,32157
32528,31815
131363,75494
25218,27068
11035,15844
13851,18386
342352,135297
19956,23298
74632,53376
31559,31213
41553,37111
35714,33746
11097,15902
31931,31445
11975,16717
44260,38606
26494,27933
5167,9581
30799,30735
44323,38640
150522,82038
24443,26534
23143,25622
27708,28741
1507,4190
42230,37488
9996,14846
87580,58896
19005,22576
19301,22802
17148,21124
125074,73265
5505,9995
13535,18112
5541,10038
154146,83237
84510,57619
28987,29577
85368,57978
29784,30089
65678,49329
11624,16395
19430,22900
16547,20641
57685,45523
11002,15813
205129,99073
31837,31386
19399,22876
76326,54119
56362,44873
29215,29724
14452,18903
19064,22621
1194,3583
126571,73799
46872,40012
67625,50228
54762,44078
20643,23810
122263,72253
19690,23097
126319,73710
19680,23090
31100,30925
7225,11977
9154,14009
10954,15768
28491,29254
36888,34440
27795,28798
37531,34816
14889,19273
32933,32064
29901,30165
27471,28584
113714,69120
45772,39424
50494,41911
230553,106377
20234,23506
102191,64743
125419,73388
72537,52448
20402,23632
37959,35065
129260,74754
35011,33326
66856,49874
28998,29584
27740,28762
61380,47308
56403,44893
58901,46116
1851,4812
84066,57433
47035,40099
115711,69860
59781,46541
21212,24230
17896,21716
29696,30033
32040,31513
23954,26193
29675,30020
207956,99902
101633,64526
67451,50148
168827,87986
21893,24727
258752,114115
281009,119990
15844,20068
137702,77699
4050,8141
194192,95821
13934,18458
20672,23832
40001,36237
20712,23861
30224,30370
10743,15567
19396,22874
45946,39517
71415,51946
8091,12911
20765,23901
257583,113802
18757,22385
78424,55030
33910,32662
117642,70571
29318,29790
46372,39746
19050,22610
1285,3764
90052,59911
18301,22033
174509,89780
6549,11220
28917,29531
45762,39418
41423,37039
75270,53657
182038,92121
19634,23055
29259,29752
43908,38413
32804,31985
99190,63571
48765,41012
4979,9346
33253,32261
13062,17696
98479,63291
50054,41683
96363,62454
82081,56595
47769,40488
76262,54091
24251,26400
2958320,501326
35859,33832
16672,20742
835984,232730
17470,21380
73574,52909
56265,44825
103319,65180
18613,22275
35276,33485
113030,68865
21507,24446
31167,30967
40068,36275
72660,52503
2208,5418
21293,24289
33075,32152
7046,11779
226057,105110
23922,26171
10636,15465
8186,13010
24597,26641
12535,17225
15107,19456
16711,20774
55947,44668
30946,30828
21259,24265
100224,63976
15916,20127
24098,26294
29940,30190
65624,49305
59173,46247
24066,26272
23932,26178
142059,79191
17503,21407
135601,76973
37883,35021
49989,41649
70492,51531
918245,246380
20838,23955
40951,36774
82752,56879
35478,33605
34000,32716
21123,24165
10564,15396
42762,37784
17449,21363
2924,6544
17618,21497
346102,136196
81509,56352
88292,59189
133978,76409
31294,31047
16541,20637
39942,36203
24015,26236
147147,80910
195216,96129
15940,20147
22093,24872
46032,39563
11941,16686
120125,71478
30066,30270
66312,49623
15923,20133
22461,25136
6269,10899
92194,60782
5396,9862
17333,21272
95694,62187
49824,41564
35759,33773
64663,48857
18116,21888
126231,73678
126091,73628
148526,81372
37533,34817
3842,7859
46159,39632
46577,39855
12140,16867
87040,58673
23074,25574
85311,57954
36070,33957
36089,33968
29072,29632
25441,27220
55139,44267
19683,23092
16866,20899
27352,28505
46393,39757
83563,57221
38365,35300
146572,80717
37110,34570
29314,29788
40655,36607
88956,59462
161027,85485
84859,57765
90112,59936
26517,27949
54590,43992
35371,33542
18324,22050
6200,10819
7012,11741
38101,35147
40429,36480
11213,16012
491927,168641
21824,24677
2378,5696
106111,66253
40153,36323
70202,51400
61632,47428
62735,47951
142883,79471
123860,72829
14156,18650
14512,18954
32634,31881
20053,23371
157398,84304
30779,30722
4293,8465
18143,21909
71841,52137
66208,49575
34785,33191
24853,26818
52382,42878
5640,10157
16907,20931
87443,58839
294047,123346
186336,93440
137551,77647
61542,47385
26983,28260
46081,39590
198475,97103
41129,36874
28125,29015
13867,18401
190090,94583
64422,48745
40463,36498
81221,56229
13125,17751
100351,64026
96288,62424
18766,22392
14161,18653
23347,25767
18120,21891
123542,72715
32704,31924
15752,19993
8140,12962
51256,42303
33768,32575
57647,45505
9004,13856
27639,28695
17852,21682
15888,20104
80972,56123
31759,31337
24015,26236
5231,9660
68237,50508
24209,26372
14151,18645
40086,36285
10427,15264
27296,28468
60513,46893
73214,52749
1114958,277204
159398,84956
41958,37337
8817,13666
27589,28662
22106,24881
53816,43604
23235,25688
92311,60829
146067,80548
50358,41841
68389,50577
49235,41257
79039,55295
2668,6154
48413,40827
33396,32349
30807,30740
29923,30178
3737262,577766
109392,67500
27360,28511
65436,49217
75396,53712
63836,48470
55672,44532
30420,30495
40963,36780
32172,31594
63737,48423
36881,34435
83512,57199
21297,24293
16711,20774
51883,42624
25821,27479
63054,48102
24508,26579
32047,31517
40012,36243
76713,54288
82125,56614
13696,18252
83081,57018
58611,45975
53283,43335
42937,37880
35060,33356
24482,26561
215337,102046
46770,39958
56821,45099
42345,37553
96643,62565
18330,22055
172062,89010
21328,24316
64161,48622
67256,50058
16240,20392
43053,37944
52905,43144
1173,3540
166164,87137
183536,92582
119939,71411
8807,13655
221339,103769
70493,51531
28727,29408
13407,18000
215281,102030
145295,80287
95098,61949
17809,21647
32367,31716
39633,36027
69589,51123
2417,5758
33454,32384
69588,51122
41265,36950
4577,8835
18913,22505
314444,128480
27203,28407
132678,75955
35863,33835
112879,68809
30479,30533
83847,57340
27224,28421
163962,86432
194897,96033
35826,33813
269254,116911
48615,40933
45987,39539
41277,36957
3292,7085
66734,49818
312568,128013
6168,10781
30303,30421
83433,57166
81382,56298
99745,63789
354062,138092
17406,21329
33407,32355
14747,19153
30149,30322
10369,15208
172949,89290
102299,64785
59165,46243
14120,18619
30807,30740
36715,34338
30122,30306
22081,24863
36223,34048
55141,44267
18974,22552
42455,37614
35383,33549
20967,24050
9384,14240
117726,70602
294028,123341
11085,15891
734455,215129
5262,9699
43832,38372
38084,35137
193536,95624
21601,24515
16561,20653
86136,58297
38114,35155
6567,11241
89215,59569
21605,24518
123316,72633
193970,95754
29368,29822
19476,22935
40654,36607
170159,88409
132062,75739
83624,57247
34999,33319
175009,89936
71109,51809
36874,34431
45940,39514
57752,45556
135167,76822
61442,47337
234332,107435
19112,22658
10091,14939
17374,21304
19930,23278
16631,20709
61685,47453
216223,102302
66291,49613
13828,18366
23192,25657
10148,14994
21393,24363
24017,26237
360543,139623
19429,22900
12613,17295
29827,30117
8496,13335
8637,13481
207396,99738
19397,22875
69313,50998
44752,38873
13331,17933
10301,15143
19423,22895
40840,36711
107324,66716
16377,20504
326667,131494
19532,22977
9375,14231
51824,42594
165407,86895
20184,23469
7996,12810
95052,61931
17747,21599
49754,41527
265072,115803
56796,45087
106705,66480
30759,30710
23713,26025
11550,16325
56867,45122
15992,20190
16585,20673
61678,47450
24969,26897
29352,29812
69357,51018
19321,22817
896,2952
23342,25764
61873,47542
19555,22995
358551,139154
36773,34372
20315,23567
246772,110871
66928,49907
11898,16647
58118,45735
44658,38822
69584,51120
25029,26939
50987,42165
20494,23700
322586,130493
959133,252986
6991,11718
15788,20022
120807,71726
114556,69433
28358,29168
76809,54330
28863,29496
32583,31849
33482,32401
50140,41728
9066,13919
17061,21055
137681,77692
69482,51074
20633,23803
25375,27176
12367,17074
46224,39666
58841,46087
16005,20200
22753,25345
14701,19114
98475,63290
225804,105038
40675,36618
252820,112516
247675,111118
113166,68916
25315,27134
152683,82755
2529,5936
27484,28593
43630,38261
14150,18644
17984,21785
69420,51046
8976,13828
15257,19581
13725,18277
21144,24180
70550,51557
73461,52859
117092,70369
39373,35879
16832,20871
30655,30644
79508,55497
238053,108470
312761,128062
26489,27929
55797,44593
25288,27116
40308,36411
29556,29943
67668,50247
440581,157715
32207,31617
23952,26192
36521,34224
53951,43672
36442,34177
13044,17679
46324,39720
145109,80225
56343,44864
31671,31283
70944,51735
114959,69582
12411,17113
4631,8906
11401,16187
32547,31827
1265947,299428
10910,15726
39278,35824
30961,30837
58144,45747
36793,34384
30864,30776
57708,45534
28870,29501
13618,18184
27867,28845
71912,52169
31356,31085
30996,30859
10621,15451
34430,32977
193088,95489
42095,37413
26052,27636
17914,21730
35708,33742
30909,30804
47077,40121
32066,31529
31648,31269
186783,93577
45086,39054
23719,26029
355265,138377
20951,24039
537617,177991
352427,137704
43961,38442
19164,22698
84187,57483
46092,39596
323685,130763
25587,27320
28334,29152
18726,22361
2806,6365
11092,15898
15312,19627
83428,57164
9392,14248
2704,6209
102288,64781
57582,45473
45438,39244
67002,49941
95170,61978
13429,18019
14748,19154
27887,28859
47338,40260
56349,44866
25033,26941
47417,40302
37776,34958
67052,49964
47751,40478
25543,27290
68548,50650
91991,60700
12335,17044
40094,36290
24927,26868
3347,7165
26560,27978
19237,22753
41942,37328
25004,26921
54660,44027
9282,14138
108801,67277
49993,41652
18894,22491
44155,38548
26793,28134
35757,33772
62070,47636
103680,65319
61926,47568
70030,51323
21176,24204
189972,94547
47739,40472
103597,65287
70831,51684
37573,34840
259701,114370
20186,23470
48672,40963
105535,66033
24155,26334
71929,52176
72974,52642
26996,28269
645574,198918
77194,54497
13598,18167
198469,97101
142484,79335
20438,23658
30879,30786
40596,36574
11927,16673
32603,31861
33222,32242
93821,61438
90870,60245
6868,11581
8425,13261
13047,17682
16550,20644
20319,23569
37017,34515
35172,33423
23264,25708
81958,56543
56867,45122
7916,12725
9927,14778
34245,32865
13977,18495
483031,166781
45589,39325
20965,24049
77397,54586
71495,51982
33834,32616
109497,67540
36897,34445
3343,7159
20355,23596
42862,37838
42248,37499
77959,54829
56086,44737
51656,42508
25535,27285
40128,36309
36039,33939
6935,11655
36566,34250
11541,16317
178651,91073
320795,130052
20008,23337
74217,53193
254494,112969
26014,27609
26097,27666
9136,13991
18851,22458
9679,14533
80615,55971
15622,19885
17943,21753
75377,53704
8069,12887
11664,16431
77351,54565
20178,23464
38031,35107
46989,40075
43595,38242
13747,18296
64453,48759
27711,28743
29983,30217
16155,20323
52361,42868
177522,90721
155390,83646
74709,53410
45997,39545
7896,12704
29842,30126
10944,15758
13380,17976
48695,40975
22639,25264
103747,65345
33433,32371
35558,33653
80073,55739
10907,15723
390,1685
56032,44710
39263,35816
23085,25582
7032,11764
55656,44523
41386,37018
44810,38904
126144,73647
28264,29106
13474,18058
13425,18015
11674,16440
195905,96335
5407,9876
13200,17817
12085,16817
53950,43671
44035,38483
55628,44510
15655,19912
84921,57791
29002,29586
13715,18269
140572,78684
11392,16179
19070,22626
39347,35864
34677,33126
59838,46569
11457,16239
25516,27271
56598,44990
48552,40900
11000,15811
62509,47844
81373,56294
47135,40152
213384,101482
11258,16054
7809,12610
22913,25459
11419,16204
60285,46783
13462,18047
88453,59256
19660,23074
50010,41660
25632,27351
30177,30340
17380,21309
62109,47655
35585,33669
32958,32080
10299,15141
8354,13187
73312,52793
97707,62986
20554,23744
22967,25497
12426,17127
12177,16901
168963,88029
23795,26083
3702,7666
20745,23886
14307,18779
16569,20659
67968,50385
69510,51087
20716,23865
21482,24428
9836,14689
17457,21370
22061,24849
89668,59754
36213,34042
15941,20148
165404,86894
61431,47332
16119,20293
16485,20591
80532,55936
239637,108909
117144,70388
26908,28210
62258,47725
4777,9092
25347,27156
79899,55665
71382,51931
177354,90669
46533,39831
15238,19565
30902,30800
57669,45516
12442,17141
49047,41159
54887,44141
46490,39809
59469,46390
4826,9155
29369,29823
7079,11816
15217,19549
17349,21285
18828,22440
36828,34404
8694,13540
52222,42797
50640,41986
47832,40521
19156,22691
40171,36333
9419,14275
17962,21768
49751,41526
9016,13869
30255,30390
85914,58205
86381,58399
30479,30532
46954,40056
11020,15830
27364,28513
22188,24940
18540,22218
53398,43394
401561,149073
27588,28662
50167,41742
4771,9085
53034,43209
7508,12286
40378,36451
39371,35878
49902,41604
187083,93668
8303,13133
7261,12016
15050,19409
33186,32220
23011,25529
62945,48050
68052,50423
55989,44689
15190,19526
49537,41415
138218,77877
36925,34462
13134,17759
68866,50795
87001,58656
96772,62616
13545,18120
3110,6821
51352,42352
7535,12315
36949,34476
46965,40061
76530,54208
16313,20452
109772,67643
95166,61977
10568,15399
2252,5491
92791,61023
40895,36742
1011772,261329
174302,89715
37962,35067
82376,56720
55383,44388
238136,108493
30536,30569
50271,41796
47056,40110
64716,48882
48930,41098
559271,182312
40286,36399
19560,22999
35371,33542
27009,28277
6935,11656
22457,25133
29252,29748
20672,23832
21846,24693
197037,96674
11871,16621
8753,13600
17532,21429
49028,41149
23460,25846
77876,54793
13505,18085
44340,38649
35171,33422
25097,26985
45565,39313
1344805,310619
162809,86060
20406,23635
27226,28422
29412,29851
22521,25180
79973,55696
173186,89364
286957,121528
78013,54852
81474,56337
22788,25371
13582,18152
26946,28236
32677,31907
10165,15010
39831,36140
19397,22875
161202,85541
66723,49813
17525,21424
28138,29024
18554,22228
215155,101994
27657,28707
132598,75927
8891,13742
15506,19789
203173,98496
38589,35429
68030,50413
70645,51600
26570,27984
1535,4242
202031,98159
452177,160225
49098,41186
32323,31688
104617,65680
17821,21657
10351,15191
20538,23732
22007,24810
24203,26367
2376,5692
33050,32137
416228,152359
305566,126262
26325,27820
53567,43479
24527,26592
21154,24188
2192,5393
25426,27210
8689,13534
43081,37959
53905,43649
44725,38859
117655,70576
11146,15948
41119,36868
107363,66731
22074,24858
46034,39564
23503,25877
136681,77347
113045,68871
9010,13863
4951,9311
27189,28398
527331,175914
16588,20675
205062,99053
48449,40846
76255,54088
19970,23308
7300,12059
182391,92230
24341,26463
3053,6736
25867,27510
33123,32181
35097,33378
57911,45634
49868,41587
18189,21946
12213,16934
22637,25262
20297,23553
4686,8976
102034,64682
70403,51491
43757,38330
27933,28889
148986,81526
8399,13233
156418,83984
15441,19735
37594,34852
47485,40337
22329,25042
10318,15159
14415,18871
119508,71254
215740,102163
25837,27490
123439,72678
53174,43280
61172,47208
9593,14448
80690,56003
51462,42409
34370,32941
19185,22714
8147,12969
17574,21462
66348,49640
49674,41486
129189,74728
266972,116307
9493,14349
35477,33605
37563,34834
11081,15887
44404,38684
24961,26892
3151,6881
138645,78023
67751,50285
41130,36874
12748,17416
140332,78602
8356,13189
66935,49911
46107,39604
58174,45762
58222,45785
118506,70888
69235,50962
342046,135224
49538,41415
38187,35197
10895,15711
96565,62534
38235,35225
19957,23298
284142,120802
15527,19806
26156,27705
27887,28859
3099,6804
21231,24244
130286,75116
47259,40218
28232,29085
70986,51754
19752,23144
24550,26608
54045,43719
6354,10997
18713,22352
120320,71549
66636,49773
28251,29098
87205,58741
10856,15675
58563,45951
91367,60447
97203,62787
145819,80464
37807,34976
172652,89196
22355,25060
61507,47369
82896,56940
62578,47877
15163,19503
52309,42841
82248,56666
147446,81011
23291,25727
113366,68991
68734,50734
79292,55404
88117,59117
38811,35557
149526,81706
15580,19850
2964303,501942
34780,33187
112992,68851
63080,48114
13091,17721
61207,47225
51522,42440
42127,37431
146784,80789
11729,16491
179896,91459
359534,139385
13451,18038
65112,49066
32318,31685
49399,41343
94330,61642
24040,26254
24473,26554
71841,52137
79732,55593
58030,45692
58733,46034
111526,68303
165334,86872
24926,26868
40007,36240
256449,113496
9132,13986
57010,45192
16990,20998
27021,28286
26411,27878
50192,41755
34121,32790
37294,34678
